Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
"van 6 en 9 jaar oud zijn om het leven gekomen bij de woningbrand. Een oma en een vader moesten per ambulance worden afgevoerd naar het ziekenhuis, nadat zij de kinderen probeerden te redden uit de brandende woning. De oma verloor een klein","van 6 en 9 jaar oud zijn om het leven gekomen bij de woningbrand. Een oma en een vader moesten per ambulance <extra_id_0> het ziekenhuis, nadat zij de kinderen probeerden <extra_id_1> de brandende woning. De oma verloor een klein","['worden afgevoerd naar', 'te redden uit']",6,6
Parlementarirs ondervragen wekelijks op dinsdagmiddag tijdens het vragenuurtje kabinetsleden over actuele kwesties. Vandaag onder meer op de agenda:,Parlementarirs ondervragen wekelijks op dinsdagmiddag tijdens het vragenuurtje kabinetsleden over <extra_id_0> onder meer op de agenda:,['actuele kwesties. Vandaag'],3,6
"Het bloemenpark de Keukenhof is zo vol dat bezoekers beter weg kunnen blijven, zo waarschuwt de internationale trekpleister in Lisse. Op het parkeerterrein kan er geen auto meer bij en de aanvoerwegen zijn dichtgeslibt.","Het bloemenpark de Keukenhof is zo vol dat bezoekers beter weg kunnen blijven, zo waarschuwt de internationale trekpleister in Lisse. Op het parkeerterrein kan er geen auto meer bij en <extra_id_0>",['de aanvoerwegen zijn dichtgeslibt.'],5,6
In de rubriek Sportbytes houden we in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd. 1,In de <extra_id_0> in de gaten wat bekende sporters meemaken n delen op sociale media. Dit artikel wordt gedurende de dag vernieuwd. 1,['rubriek Sportbytes houden we'],4,6
belichten we mensen of gebeurtenissen die een rol speelden in het nieuws van een of meerdere jaren geleden. Vandaag:,belichten we <extra_id_0> die een rol speelden in het nieuws van een of meerdere jaren geleden. Vandaag:,['mensen of gebeurtenissen'],3,6
Lekker dicht bij huis op vakantie of durf je te vliegen naar verre oorden? Een snelle selfie of een groepsfoto op anderhalve meter afstand? Lekker luieren aan het water of backpacken met kinderen? Jouw ultieme vakantiefoto maakt kans op prijzen. Onze jaarlijkse zomerfotowedstrijd gaat weer van start!,Lekker dicht bij huis op vakantie <extra_id_0> vliegen naar verre oorden? Een snelle selfie of <extra_id_1> anderhalve meter afstand? Lekker luieren aan het water of backpacken met kinderen? Jouw ultieme vakantiefoto maakt kans op prijzen. Onze jaarlijkse zomerfotowedstrijd gaat weer van start!,"['of durf je te', 'een groepsfoto op']",7,6
"Tientallen boeren uit de Rotterdamse regio trekken morgen wr naar Den Haag om te protesteren tegen de stikstofmaatregelen. Alleen al vanuit de Hoeksche Waard gaan er zon veertig tot vijftig met hun trekkers die kant op. Zij worden vergezeld door tientallen collegas uit Voorne-Putten, Goeree-Overflakkee en Dordrecht.","Tientallen boeren uit de Rotterdamse regio trekken morgen wr naar Den Haag om te protesteren tegen de stikstofmaatregelen. Alleen <extra_id_0> Waard gaan er zon veertig tot <extra_id_1> trekkers die kant op. Zij worden vergezeld door tientallen collegas uit Voorne-Putten, Goeree-Overflakkee en Dordrecht.","['al vanuit de Hoeksche', 'vijftig met hun']",7,6
"Den Haag voor een nieuw boerenprotest. Vanochtend werden de wegen afgesloten met legervoertuigen. Mensen die in en rond het centrum moeten zijn, worden aangeraden de fiets of openbaar vervoer te nemen.",Den Haag voor een nieuw boerenprotest. Vanochtend werden de wegen afgesloten met legervoertuigen. Mensen die in en rond het <extra_id_0> aangeraden de fiets of openbaar vervoer te nemen.,"['centrum moeten zijn, worden']",5,6
"Na een ronduit zwakke start van het WK, met twee verloren groepsduels, is Oranje Onder-17 op het WK in Brazili helemaal op stoom gekomen. Vanavond speelt de ploeg van coach Peter van der Veen de halve finale tegen Mexico. Mis hier niets!","Na een ronduit zwakke start van het WK, met twee verloren groepsduels, <extra_id_0> op het WK in Brazili helemaal <extra_id_1> Vanavond speelt de ploeg van coach Peter van der Veen de halve finale tegen Mexico. Mis hier niets!","['is Oranje Onder-17', 'op stoom gekomen.']",6,6
Elke speelronde in de eredivisie beoordelen de verslaggevers van AD Sportwereld alle spelers. In het weekend waarin,Elke <extra_id_0> eredivisie beoordelen de verslaggevers van AD Sportwereld alle spelers. In het weekend waarin,['speelronde in de'],3,6
"Brian Steevens (26) en Dsire Stroes (26), eigenaren van het Utrechtse krokettenwinkeltje de Croquetten Boutique, kwamen dit jaar met het bijzondere idee van een","Brian Steevens (26) en Dsire <extra_id_0> het Utrechtse krokettenwinkeltje de Croquetten Boutique, kwamen dit jaar met het bijzondere idee van een","['Stroes (26), eigenaren van']",4,6
De eerste schaatsmarathon op natuurijs kan vanavond worden verreden in het Overijsselse Haaksbergen. Arjan Smit van de schaatsbond KNSB mat een ijsdikte van 4 tot 6 centimeter op de baan van schaats- en skeelerclub IJSCHen. Dat is ruim voldoende voor het houden van een wedstrijd. De ijsbaan heeft daarmee evenals vorig jaar de primeur.,De eerste schaatsmarathon op natuurijs kan vanavond worden verreden in het Overijsselse Haaksbergen. Arjan Smit van de schaatsbond <extra_id_0> van 4 tot 6 centimeter op de baan van schaats- en skeelerclub IJSCHen. Dat is ruim voldoende voor het houden van een wedstrijd. De ijsbaan heeft <extra_id_1> de primeur.,"['KNSB mat een ijsdikte', 'daarmee evenals vorig jaar']",8,6
"In deze vakantieperiode schrijven Till Behne en Nicolette van der Werff over de zomer in onze regio, waarin","In deze vakantieperiode schrijven Till Behne en Nicolette van der Werff over de <extra_id_0> regio, waarin",['zomer in onze'],3,6
"In zon 40 Amerikaanse steden is zondag een avondklok ingesteld. Dat laat CNN weten. De maatregel is een reactie op de hevige rellen van de afgelopen dagen, nadat de 46-jarige George Floyd bijna een week geleden door politiegeweld om het leven kwam.","In zon 40 Amerikaanse steden is zondag een avondklok <extra_id_0> CNN weten. De <extra_id_1> reactie op de hevige rellen van de afgelopen dagen, nadat de 46-jarige George Floyd bijna een week geleden door politiegeweld om het leven kwam.","['ingesteld. Dat laat', 'maatregel is een']",6,6
"eens aan de waterkant zit, kan zich verbazen over de namen van sommige boten. In de rubriek Schipperstaal gaat Leny van den Belt op zoek naar het verhaal achter een scheepsnaam.","eens aan de waterkant zit, kan zich verbazen over de <extra_id_0> In de rubriek Schipperstaal gaat Leny van den Belt op zoek naar het verhaal achter een scheepsnaam.",['namen van sommige boten.'],5,6
Een grote groep boeren in landbouwvoertuigen heeft vanmorgen in Wijster (provincie Drenthe) een afvalverwerkingsbedrijf geblokkeerd. Ongeveer 25 betogers zijn aangehouden. De ME kwam ter plaatste,Een grote groep boeren in landbouwvoertuigen heeft vanmorgen in Wijster (provincie Drenthe) <extra_id_0> 25 betogers zijn aangehouden. De ME kwam ter plaatste,['een afvalverwerkingsbedrijf geblokkeerd. Ongeveer'],4,6
"de gevallen. Over de identiteit van het slachtoffer is niets bekendgemaakt, maar de politie gaat niet uit van een link met de moord op advocaat Derk Wiersum.",de gevallen. Over de identiteit van het slachtoffer <extra_id_0> de politie gaat niet uit van een link met de moord op advocaat Derk Wiersum.,"['is niets bekendgemaakt, maar']",4,6
Voorafgaand aan alle 21 Formule 1-races duikt AD Sportwereld per circuit in het track record van Max Verstappen. Deel 1,Voorafgaand <extra_id_0> Formule 1-races duikt AD Sportwereld per circuit in het track record van Max Verstappen. Deel 1,['aan alle 21'],3,6
Een inzittende van de tram waar Gkmen Tanis vorig jaar om zich heen schoot mag camerabeelden van de schietpartij niet inzien. Dat heeft de rechter,Een inzittende van de tram waar Gkmen Tanis vorig <extra_id_0> schoot mag camerabeelden van de schietpartij niet inzien. Dat heeft de rechter,['jaar om zich heen'],4,6
Sandra Phlippen is universitair docent aan de Erasmus School of Economics en voormalig chef economie bij deze krant.,Sandra <extra_id_0> docent aan de Erasmus School of Economics en voormalig chef economie bij deze krant.,['Phlippen is universitair'],3,6
d doen na het vertrek van Cristiano Ronaldo? In onze rubriek TransferTalk houden we deze zomer alle geruchten en voltooide transfers bij.,d doen na het <extra_id_0> Ronaldo? In onze rubriek TransferTalk houden we deze zomer alle geruchten en voltooide transfers bij.,['vertrek van Cristiano'],3,6
"Het WK in Rusland nadert zijn ontknoping, maar de meeste clubs zijn alweer druk bezig met de voorbereiding op het nieuwe seizoen. In onze rubriek TransferTalk houden we deze zomer alle geruchten en voltooide transfers bij.","Het WK in Rusland nadert zijn ontknoping, maar de meeste clubs zijn alweer druk bezig met de voorbereiding op het nieuwe seizoen. In onze rubriek TransferTalk houden we deze zomer alle <extra_id_0> bij.",['geruchten en voltooide transfers'],5,6
"Twee bekende Haagse vastgoedondernemers - Michel Zaadhof en Edwin Jansen (oud-manager van zangeres Anouk, voormalig Idols-jurylid) - zijn ook aangemerkt als verdachten in de Haagse corruptie-affaire. Dat melden de twee in een persverklaring, na vragen van deze nieuwssite.","Twee bekende Haagse vastgoedondernemers - Michel Zaadhof en Edwin Jansen (oud-manager van zangeres Anouk, voormalig <extra_id_0> ook aangemerkt als verdachten in de Haagse corruptie-affaire. Dat melden de twee in een <extra_id_1> van deze nieuwssite.","['Idols-jurylid) - zijn', 'persverklaring, na vragen']",6,6
"HELMOND - Wie een psychische beperking heeft (gehad), stuit vaak op veel problemen op de arbeidsmarkt. De conferentie die gisteren plaatsvond in de Cacaofabriek, was onder meer bedoeld om het stigma dat aan deze mensen kleeft een stukje kleiner te maken. Ook konden zorgprofessionals met een virtual reality-bril ondergaan wat een psychose is.","HELMOND - Wie <extra_id_0> (gehad), stuit vaak op veel problemen op de arbeidsmarkt. De conferentie die gisteren plaatsvond in de Cacaofabriek, was onder meer bedoeld om het stigma dat aan deze mensen kleeft een stukje kleiner te maken. Ook <extra_id_1> virtual reality-bril ondergaan wat een psychose is.","['een psychische beperking heeft', 'konden zorgprofessionals met een']",8,6
net voor sluitingstijd de KPN-winkel in het Schiedamse winkelcentrum de Passage binnengelopen. Hij bedreigde het personeel met,net voor sluitingstijd de KPN-winkel in het Schiedamse <extra_id_0> binnengelopen. Hij bedreigde het personeel met,['winkelcentrum de Passage'],3,6
"erkvragenJe weg vinden op de arbeidsmarkt kan best lastig zijn. Om je een handje te helpen, beantwoorden experts hier wekelijks een veelgestelde vraag over werk. Vandaag:","erkvragenJe weg vinden op de arbeidsmarkt kan best lastig zijn. Om je een handje te helpen, beantwoorden experts hier wekelijks een veelgestelde vraag <extra_id_0>",['over werk. Vandaag:'],4,6
"Oss is zaterdagmiddag rond 17.00 uur een drenkelinge uit het water gehaald. Hoe haar situatie nu is, is niet bekend, maar ze heeft lang onder water gelegen, laat uitbater Perry van Casteren van horecagelegenheid De Geffense Plas weten. De traumaheli kwam ter plekke en de vrouw is","Oss is zaterdagmiddag rond 17.00 uur <extra_id_0> het water gehaald. Hoe haar situatie nu is, is niet bekend, maar ze heeft lang onder water gelegen, laat uitbater Perry van Casteren van horecagelegenheid De Geffense Plas weten. De traumaheli <extra_id_1> de vrouw is","['een drenkelinge uit', 'kwam ter plekke en']",7,6
Redacteuren Priscilla van Agteren en Marcel Potters blikken elke week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Dit keer staan zij stil bij,Redacteuren Priscilla van Agteren en <extra_id_0> week terug op het Rotterdam van vroeger aan de hand van een foto uit de oude doos. Dit keer staan zij stil bij,['Marcel Potters blikken elke'],5,6
"<a href=""https://twitter.com/hashtag/vermijddrukte?src=hash&amp;ref_src=twsrc%5Etfw"">#vermijddrukte</a> <a href=""https://t","<a href=""https://twitter.com/hashtag/vermijddrukte?src=hash&amp;ref_src=twsrc%5Etfw"">#vermijddrukte</a> <a href=""https://t",[],1,6
"De Libanese minister van Informatie is opgestapt na de verwoestende explosie in de haven van Beiroet, afgelopen dinsdag. Manal Abdel Samad is de eerste topfunctionaris die het veld ruimt vanwege de ramp, die aan meer dan 150 mensen het leven kostte.","De Libanese minister van Informatie is <extra_id_0> verwoestende explosie in de haven van Beiroet, afgelopen dinsdag. Manal Abdel Samad is de eerste topfunctionaris die het veld ruimt vanwege de ramp, die aan meer dan <extra_id_1> leven kostte.","['opgestapt na de', '150 mensen het']",6,6
"hulparts Gor Khatchikyan (33) vecht dagelijks mee in het St. Antonius Ziekenhuis te Nieuwegein. ,,Ik probeer dapper te zijn.",hulparts Gor Khatchikyan (33) vecht dagelijks mee in het St. Antonius Ziekenhuis <extra_id_0> probeer dapper te zijn.,"['te Nieuwegein. ,,Ik']",3,6
en. Ook vandaag houden we je op de hoogte met ons virusblog. De afgelopen dagen lees je hier terug.,en. Ook vandaag houden we <extra_id_0> hoogte met ons virusblog. De afgelopen dagen lees je hier terug.,['je op de'],3,6
"die in het bezit zijn van een steekwapen, slagwapen of stootwapen kunnen deze tot en met zondag 3 februari ongestraft inleveren. Op","<extra_id_0> bezit zijn van een steekwapen, slagwapen of stootwapen kunnen deze tot en met zondag 3 februari ongestraft inleveren. Op",['die in het'],3,6
Jeugdzorginstellingen hebben van de rechter gelijk gekregen in hun strijd om een fatsoenlijke vergoeding voor het verlenen van jeugdhulp. De gemeente moet opnieuw kijken naar de tarieven. Het overgrote merendeel van de instellingen was naar de rechter gestapt.,Jeugdzorginstellingen hebben van de rechter gelijk gekregen in hun strijd om een fatsoenlijke vergoeding voor het <extra_id_0> De gemeente moet opnieuw kijken naar de <extra_id_1> merendeel van de instellingen was naar de rechter gestapt.,"['verlenen van jeugdhulp.', 'tarieven. Het overgrote']",6,6
"Een verrassing voor Willem van Hanegem, die vanavond in een tot de nok gevulde grote zaal van De Doelen in Rotterdam zijn 75ste verjaardag vierde. International Georginio Wijnaldum kwam speciaal voor De Kromme vanuit Liverpool overgevlogen om het feestje bij te wonen.",Een verrassing voor Willem van <extra_id_0> in een tot de nok gevulde grote zaal van De Doelen in Rotterdam zijn 75ste verjaardag <extra_id_1> Wijnaldum kwam speciaal voor De Kromme vanuit Liverpool overgevlogen om het feestje bij te wonen.,"['Hanegem, die vanavond', 'vierde. International Georginio']",6,6
"Oud-topman Philips (69) verdwijnt tijdens vechtscheiding in Kenia. Zo luidt de kop boven het artikel over de Nederlandse Tob Cohen dat op 2 augustus op deze site verschijnt. De verdwijningszaak, die een tragische climax zou krijgen en nog steeds niet is opgelost, houdt journalist Caspar Naber vrijwel dagelijks bezig en bracht hem zelfs naar Nairobi. Hoe pak je zon drama aan en wat doet het met je?","Oud-topman Philips (69) verdwijnt tijdens vechtscheiding in Kenia. Zo luidt de kop boven het artikel over de Nederlandse Tob Cohen dat <extra_id_0> deze site verschijnt. De verdwijningszaak, die een tragische climax zou krijgen en nog steeds niet is <extra_id_1> Caspar Naber vrijwel dagelijks bezig en bracht hem zelfs naar Nairobi. Hoe pak <extra_id_2> aan en wat doet het met je?","['op 2 augustus op', 'opgelost, houdt journalist', 'je zon drama']",10,6
Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. Deze week was hij in,Fotograaf Cor de Kock neemt een kijkje bij toeristische trekpleisters in de regio. Deze week <extra_id_0>,['was hij in'],3,6
"Morgen zou zomaar eens het warmterecord kunnen sneuvelen. De warmste dag ooit in Nederland viel in de zomer van 1944: 38,6 graden wees de thermometer in Warnsveld (bij Zutphen) aan. Hoe beleefde bezet Nederland die zomerse hitte?","Morgen zou zomaar <extra_id_0> kunnen sneuvelen. De warmste dag <extra_id_1> viel in de zomer van 1944: 38,6 graden wees de thermometer in Warnsveld (bij Zutphen) aan. Hoe beleefde bezet Nederland die zomerse hitte?","['eens het warmterecord', 'ooit in Nederland']",6,6
