Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq746-0,small,"r-bont wil, met een ongeruste vader- en moederhond en met negenennegentig jonge hondjes die allemaal een eigen uiterlijk en karakter lijken te hebben.","r-bont wil, met een ongeruste vader- en moederhond en met negenennegentig jonge hondjes die allemaal <extra_id_0> en karakter lijken te hebben.","r-bont wil, met een ongeruste vader- en moederhond en met negenennegentig jonge hondjes die allemaal een mooie vader- en karakter lijken te hebben.",['een eigen uiterlijk'],['een mooie vader-'],3,15,6,[0.631578947368421],0.63,nrc
seq747-0,small,Geassimileerde Maori's in Nieuw-Zeelandse betonwijk horen bij blanke noch eigen cultuur en vertalen ongenoegen in alcoholisme en mishandeling van vrouwen en kinderen. Attractiviteit van gewelddadigheid en tederheid van Lee Tamahori's debuutfilm stemmen ongemakkelijk.,Geassimileerde Maori's in Nieuw-Zeelandse betonwijk horen bij <extra_id_0> en vertalen ongenoegen in alcoholisme en mishandeling van vrouwen en kinderen. Attractiviteit van gewelddadigheid en tederheid van Lee Tamahori's debuutfilm stemmen ongemakkelijk.,Geassimileerde Maori's in Nieuw-Zeelandse betonwijk horen bij de film en vertalen ongenoegen in alcoholisme en mishandeling van vrouwen en kinderen. Attractiviteit van gewelddadigheid en tederheid van Lee Tamahori's debuutfilm stemmen ongemakkelijk.,['blanke noch eigen cultuur'],['de film'],5,15,6,[0.84],0.84,nrc
seq748-0,small,". In zijn tweede film observeert de Taiwanese regisseur Tsai Ming-liang ijzig de eenzaamheid van drie jonge inwoners van Taipei, die elkaar toevallig treffen in een leegstaand appartement. Bijna woordloze, moderne beelden, geluiden en gebaren op zoek naar een bedding of betekenis.",". In zijn <extra_id_0> de Taiwanese regisseur Tsai Ming-liang ijzig <extra_id_1> drie jonge inwoners van Taipei, die elkaar toevallig treffen in een leegstaand appartement. Bijna woordloze, moderne beelden, geluiden en gebaren op zoek naar een bedding of betekenis.",". In zijn geboortejaar bracht de Taiwanese regisseur Tsai Ming-liang ijzig kinderen van drie jonge inwoners van Taipei, die elkaar toevallig treffen in een leegstaand appartement. Bijna woordloze, moderne beelden, geluiden en gebaren op zoek naar een bedding of betekenis.","['tweede film observeert', 'de eenzaamheid van']","['geboortejaar bracht', 'kinderen van']",6,15,6,"[0.8636363636363636, 0.6666666666666666]",0.77,nrc
seq749-0,small,"errassend goede romantische komedie die van de gebaande paden durft af te wijken, met verfrissend resultaat. Zo laat de film","errassend goede romantische komedie <extra_id_0> gebaande paden durft af te wijken, met verfrissend resultaat. Zo laat de film","errassend goede romantische komedie van gebaande paden durft af te wijken, met verfrissend resultaat. Zo laat de film",['die van de'],['van'],3,15,6,[0.7],0.7,nrc
seq750-0,small,"In de Nieuwe Kerk is t/m 18 okt de tentoonstelling 'Het wonderbaarlijke alfabet' te zien, waarmee de Koninklijke Bibliotheek haar 200-jarig bestaan viert.","In de Nieuwe <extra_id_0> 18 okt de tentoonstelling 'Het wonderbaarlijke alfabet' te zien, waarmee de Koninklijke Bibliotheek haar 200-jarig bestaan viert.","In de Nieuwe Kerk in Amsterdam vanaf 18 okt de tentoonstelling 'Het wonderbaarlijke alfabet' te zien, waarmee de Koninklijke Bibliotheek haar 200-jarig bestaan viert.",['Kerk is t/m'],['Kerk in Amsterdam vanaf'],3,15,6,[0.6086956521739131],0.61,nrc
seq751-0,small,"Met boekenkasten is een 'stad' gebouwd van 26 bouwwerken, voor elke letter van het alfabet n. Elke letter toont een aspect van de Koninklijke Bibliotheek. De Nieuwe Kerk, Gravenstraat 17, dag","Met boekenkasten is een 'stad' gebouwd <extra_id_0> elke letter van het alfabet n. Elke letter toont een aspect van de Koninklijke Bibliotheek. De Nieuwe Kerk, Gravenstraat 17, dag","Met boekenkasten is een 'stad' gebouwd op elke letter van het alfabet n. Elke letter toont een aspect van de Koninklijke Bibliotheek. De Nieuwe Kerk, Gravenstraat 17, dag","['van 26 bouwwerken', 'voor']",['op'],5,15,6,[0.9411764705882353],0.94,nrc
seq752-0,small,"Studie: Business administration, Nyenrode (1990-1993); Kunstgeschiedenis, Universiteit Leiden (1993-199","Studie: Business administration, Nyenrode (1990-1993); Kunstgeschiedenis, <extra_id_0> Leiden (1993-199","Studie: Business administration, Nyenrode (1990-1993); Kunstgeschiedenis, Leiden (1993-1993); Economie, Leiden (1993-199",['Universiteit'],"['Leiden (1993-1993); Economie,']",1,15,6,[0.896551724137931],0.9,nrc
seq753-0,small,"The Mexican (George Verbinski, 2001, VS). Formulefilm bracht supersterren Brad Pitt en Julia Roberts voor het eerst","The Mexican (George Verbinski, 2001, VS). Formulefilm bracht supersterren Brad <extra_id_0> Roberts voor het eerst","The Mexican (George Verbinski, 2001, VS). Formulefilm bracht supersterren Brad Pitt en Julia Roberts voor het eerst",['Pitt en Julia'],['Pitt en Julia'],3,15,6,[0.0],0.0,nrc
seq754-0,small,e president die hoogstpersoonlijk het heft in handen neemt als zijn presidentile Boeing 747 wordt gekaapt door terroristen onder leiding van Gary Oldman. Met Glenn Close,e president die hoogstpersoonlijk het heft in handen neemt als zijn presidentile Boeing 747 wordt gekaapt <extra_id_0> van Gary Oldman. Met Glenn Close,e president die hoogstpersoonlijk het heft in handen neemt als zijn presidentile Boeing 747 wordt gekaapt door de nieuwe Boeing 747 van Gary Oldman. Met Glenn Close,['door terroristen onder leiding'],['door de nieuwe Boeing 747'],4,15,6,[0.7],0.7,nrc
seq755-0,small,". EVERYONE SAYS I LOVE YOU De 26ste film van Woody Allen is een musical over de liefdesperikelen van een rijke, chaotische familie op Manhattan. Op de vleugels van het gezang van ongeschoolde sterren als Julia Roberts, Alan Alda en Allen zelf, komen we in een swingend uitvaartcentrum, een vijfsterren-hotel in Veneti en een gemaskerd kerstbal in Parijs, waar iedereen is verkleed als Groucho Marx. Ook met Goldie Hawn, Lukas Haas, Tim Roth, Drew Barrymore en de rijzende ster Natalie Portman. Am",". EVERYONE SAYS I LOVE YOU De 26ste film van <extra_id_0> een <extra_id_1> liefdesperikelen van een rijke, chaotische familie op Manhattan. <extra_id_2> van het gezang van ongeschoolde sterren als Julia Roberts, Alan Alda en Allen zelf, komen we in een swingend uitvaartcentrum, een vijfsterren-hotel in Veneti en een gemaskerd kerstbal in Parijs, waar iedereen is verkleed als Groucho <extra_id_3> Goldie Hawn, Lukas Haas, Tim Roth, Drew Barrymore en de rijzende ster Natalie Portman. Am",". EVERYONE SAYS I LOVE YOU De 26ste film van HBO is een van de liefdesperikelen van een rijke, chaotische familie op Manhattan. In plaats van het gezang van ongeschoolde sterren als Julia Roberts, Alan Alda en Allen zelf, komen we in een swingend uitvaartcentrum, een vijfsterren-hotel in Veneti en een gemaskerd kerstbal in Parijs, waar iedereen is verkleed als Groucho Marx, Goldie Hawn, Lukas Haas, Tim Roth, Drew Barrymore en de rijzende ster Natalie Portman. Am","['Woody Allen is', 'musical over de', 'Op de vleugels', 'Marx. Ook met']","['HBO is', 'van de', 'In plaats', 'Marx,']",12,15,6,"[0.7857142857142857, 0.7333333333333333, 0.7857142857142857, 0.6923076923076923]",0.75,nrc
seq756-0,small,"musical van Annie M.G. Schmidt en Harry Bannink, met Paul de Leeuw, Carice van Houten, Jenny Arean, Sanne Wallis de Vries en vele anderen. Gengageerd en grappig tegelijk","musical van <extra_id_0> Harry Bannink, met Paul de Leeuw, Carice van Houten, Jenny Arean, Sanne Wallis de Vries en vele anderen. Gengageerd en grappig tegelijk","musical van zangeres Harry Bannink, met Paul de Leeuw, Carice van Houten, Jenny Arean, Sanne Wallis de Vries en vele anderen. Gengageerd en grappig tegelijk",['Annie M.G. Schmidt en'],['zangeres'],4,15,6,[0.8571428571428571],0.86,nrc
seq757-0,small,een wazig doorslagje van het origineel. Schaapachtig scenario laat onconventionele rechercheur Eddie Murphy speuren naar moordenaar in pretpark. Langdradig familievertier met nogal wat geweld.,een wazig <extra_id_0> Schaapachtig scenario laat onconventionele rechercheur Eddie Murphy speuren naar moordenaar in pretpark. Langdradig familievertier met nogal wat geweld.,een wazig scenario. Schaapachtig scenario laat onconventionele rechercheur Eddie Murphy speuren naar moordenaar in pretpark. Langdradig familievertier met nogal wat geweld.,['doorslagje van het origineel.'],['scenario.'],4,15,6,[0.7931034482758621],0.79,nrc
seq758-0,small,tegelijk scherpe en relevante interventies in het publieke debat zijn n complexe literaire verbeeldingen van de geschiedenis van Suriname,<extra_id_0> relevante interventies in het publieke debat zijn n complexe literaire verbeeldingen van de geschiedenis van Suriname,De meest relevante interventies in het publieke debat zijn n complexe literaire verbeeldingen van de geschiedenis van Suriname,['tegelijk scherpe en'],['De meest'],3,15,6,[0.7894736842105263],0.79,nrc
seq759-0,small,"Wilt u reageren? Mail uw reactie naar zbrieven@nrc.nl of schrijf het Zaterdags Bijvoegsel, Postbus 8987, 3009 TH Rotterdam","Wilt u reageren? Mail <extra_id_0> zbrieven@nrc.nl of schrijf het Zaterdags Bijvoegsel, Postbus 8987, 3009 TH Rotterdam","Wilt u reageren? Mail dan zbrieven@nrc.nl of schrijf het Zaterdags Bijvoegsel, Postbus 8987, 3009 TH Rotterdam",['uw reactie naar'],['dan'],3,15,6,[0.8666666666666667],0.87,nrc
seq760-0,small,"Zoveel boeken, zoveel smaken  met dat uitgangspunt geeft nrc.next deze zomer leestips op maat. Dus",Zoveel <extra_id_0> smaken met dat uitgangspunt geeft nrc.next deze zomer leestips op maat. Dus,Zoveel tips smaken met dat uitgangspunt geeft nrc.next deze zomer leestips op maat. Dus,"['boeken', 'zoveel']",['tips'],2,15,6,[1.0],1.0,nrc
seq761-0,small,is psychologisch Kammerspiel waarin de kameraadschap tussen Glenn Headly en Demi Moore ertoe leidt dat eerstgenoemde zich kan ontdoen van haar,is psychologisch Kammerspiel waarin de kameraadschap tussen Glenn Headly en Demi Moore ertoe leidt dat eerstgenoemde zich <extra_id_0> haar,is psychologisch Kammerspiel waarin de kameraadschap tussen Glenn Headly en Demi Moore ertoe leidt dat eerstgenoemde zich in haar,['kan ontdoen van'],['in'],3,15,6,[0.9333333333333333],0.93,nrc
seq762-0,small,"De corruptie in Kenia is hoog, de kloof tussen arm en rijk diep, net als het wantrouwen tussen verschillende stammen.","De <extra_id_0> is hoog, de kloof tussen arm en rijk diep, net als het wantrouwen tussen verschillende stammen.","De bevolking is hoog, de kloof tussen arm en rijk diep, net als het wantrouwen tussen verschillende stammen.",['corruptie in Kenia'],['bevolking'],3,15,6,[0.8888888888888888],0.89,nrc
seq763-0,small,. Geluidsman John Travolta registreert per toeval de ware toedracht van het dodelijke ongeluk van een presidentskandidaat.,. Geluidsman John Travolta registreert per toeval de ware toedracht van het dodelijke ongeluk <extra_id_0>,. Geluidsman John Travolta registreert per toeval de ware toedracht van het dodelijke ongeluk,['van een presidentskandidaat.'],[''],3,15,6,[1.0],1.0,nrc
seq764-0,small,"Er vliegt een vogeltje in uw richting, Kostbare tijd ging verloren en Een vlucht als alle andere. En lees hier de gehele special over MH17",Er vliegt een <extra_id_0> Kostbare tijd ging verloren en Een vlucht als alle andere. En lees hier de gehele special over MH17,"Er vliegt een vliegtuig, Kostbare tijd ging verloren en Een vlucht als alle andere. En lees hier de gehele special over MH17","['vogeltje in uw richting,']","['vliegtuig,']",4,15,6,[0.7083333333333334],0.71,nrc
seq765-0,small,en. Film bestaat goeddeels uit een parallelmontage van beider afzonderlijke avonturen: hij is een gangster tegen wil en dank en zij is zijn gegijzelde ex-verloofde.,en. Film bestaat goeddeels uit een parallelmontage van beider afzonderlijke avonturen: hij <extra_id_0> wil en dank en zij is zijn gegijzelde ex-verloofde.,en. Film bestaat goeddeels uit een parallelmontage van beider afzonderlijke avonturen: hij s wil en dank en zij is zijn gegijzelde ex-verloofde.,['is een gangster tegen'],['s'],4,15,6,[0.9523809523809523],0.95,nrc
seq766-0,small,van Norman Jewisons thriller uit 1968. Steve McQueen en Faye Dunaway moesten wijken voor Pierce Brosnan en Rene Russo als respectievelijk kunstdief en verzekeringsagente die iets van hem wil.,van Norman Jewisons thriller uit 1968. Steve McQueen en Faye Dunaway moesten wijken voor Pierce Brosnan en Rene <extra_id_0> en verzekeringsagente die iets van hem wil.,van Norman Jewisons thriller uit 1968. Steve McQueen en Faye Dunaway moesten wijken voor Pierce Brosnan en Rene Russo en verzekeringsagente die iets van hem wil.,['Russo als respectievelijk kunstdief'],['Russo'],4,15,6,[0.8571428571428571],0.86,nrc
seq767-0,small,"t over de kunst van het koken en het eeuwige gevecht tussen goede smaak en lucratief vulgair vertoon. In de hoop dat de aanwezigheid van zanger Louis Prima hun Italiaanse restaurant de broodnodige publiciteit zal verschaffen, bereiden de gebroeders Pilaggi een feestmaal voor van tweentwintig gerechten","t over de <extra_id_0> koken en <extra_id_1> goede smaak en lucratief vulgair vertoon. In de hoop dat de aanwezigheid van zanger Louis Prima hun Italiaanse restaurant de broodnodige publiciteit zal verschaffen, bereiden de gebroeders Pilaggi een feestmaal voor van tweentwintig gerechten","t over de avond koken en toch goede smaak en lucratief vulgair vertoon. In de hoop dat de aanwezigheid van zanger Louis Prima hun Italiaanse restaurant de broodnodige publiciteit zal verschaffen, bereiden de gebroeders Pilaggi een feestmaal voor van tweentwintig gerechten","['kunst van het', 'het eeuwige gevecht tussen']","['avond', 'toch']",7,15,6,"[0.8461538461538461, 0.8846153846153846]",0.87,nrc
seq768-0,small,"in een vlekkeloze trucage) die als briljante gynaecologen met elkaar in harmonie leven, als n gespleten persoonlijkheid","<extra_id_0> trucage) die als briljante gynaecologen met elkaar in harmonie leven, als n gespleten persoonlijkheid","(n trucage) die als briljante gynaecologen met elkaar in harmonie leven, als n gespleten persoonlijkheid",['in een vlekkeloze'],['(n'],3,15,6,[0.9411764705882353],0.94,nrc
seq769-0,small,", wier graf ze in de eerste scne verzorgt, keert terug naar de levenden. Of moeder dat als geest doet of niet, blijft lang in het ongewisse",", wier graf ze in <extra_id_0> keert terug naar de levenden. Of moeder dat als geest doet of niet, blijft lang in het ongewisse",", wier graf ze in de hemel keert terug naar de levenden. Of moeder dat als geest doet of niet, blijft lang in het ongewisse","['de eerste scne verzorgt,']",['de hemel'],4,15,6,[0.7916666666666666],0.79,nrc
seq770-0,small,"In The Truman Show ontmaskert Peter Weir (Dead Poets Society) de wereld van televisiesoaps en reality-tv zonder ook maar een moment te ontkennen of te ridiculiseren dat mensen behoefte hebben aan grote, romantische verhalen. Hoofdpersoon is de dertigjarige Truman Burbank die zonder het te weten al zijn hele leven de ster is van een doorlopende televisieshow","In The Truman Show ontmaskert Peter Weir (Dead Poets Society) de wereld van televisiesoaps en reality-tv zonder ook maar een moment <extra_id_0> ridiculiseren dat mensen behoefte hebben aan grote, romantische verhalen. Hoofdpersoon is de dertigjarige Truman Burbank die zonder het te weten al zijn hele leven de ster <extra_id_1> televisieshow","In The Truman Show ontmaskert Peter Weir (Dead Poets Society) de wereld van televisiesoaps en reality-tv zonder ook maar een moment te ridiculiseren dat mensen behoefte hebben aan grote, romantische verhalen. Hoofdpersoon is de dertigjarige Truman Burbank die zonder het te weten al zijn hele leven de ster televisieshow","['te ontkennen of te', 'is van een doorlopende']","['te', '']",8,15,6,"[0.8888888888888888, 1.0]",0.94,nrc
seq771-0,small,Praten over zelfdoding kan bij hulp- en preventielijn Zelfmoord? Praat erover. Telefoonnummer 0900-,Praten over <extra_id_0> bij hulp- en preventielijn Zelfmoord? Praat erover. Telefoonnummer 0900-,Praten over mogelijke middelen bij hulp- en preventielijn Zelfmoord? Praat erover. Telefoonnummer 0900-,['zelfdoding kan'],['mogelijke middelen'],2,15,6,[0.7777777777777778],0.78,nrc
seq772-0,small,"Deep Impact (Mimi Leder, 1998, VS). Dreigende vernietiging van Amerika (en de rest van de aarde) verloopt uiterst gedisciplineerd in","Deep Impact (Mimi Leder, 1998, VS). Dreigende vernietiging van Amerika (en de <extra_id_0> aarde) verloopt uiterst gedisciplineerd in","Deep Impact (Mimi Leder, 1998, VS). Dreigende vernietiging van Amerika (en de hemel en aarde) verloopt uiterst gedisciplineerd in",['rest van de'],['hemel en'],3,15,6,[0.8181818181818182],0.82,nrc
seq773-0,small,e Arctic Sunrise voerde actie tegen de plannen van Gazprom om in het Noordpoolgebied naar olie te boren,e Arctic Sunrise <extra_id_0> de plannen van Gazprom om in het Noordpoolgebied naar olie te boren,e Arctic Sunrise gaat over de plannen van Gazprom om in het Noordpoolgebied naar olie te boren,['voerde actie tegen'],['gaat over'],3,15,6,[0.7777777777777778],0.78,nrc
seq774-0,small,n de Adviesraad Internationale Vraagstukken en de Commissie van Advies inzake Volkenrechtelijke Vraagstukken,n de Adviesraad Internationale Vraagstukken en de Commissie <extra_id_0> inzake Volkenrechtelijke Vraagstukken,n de Adviesraad Internationale Vraagstukken en de Commissie voor Vraagstukken inzake Volkenrechtelijke Vraagstukken,['van Advies'],['voor Vraagstukken'],2,15,6,[0.8235294117647058],0.82,nrc
