Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
,seq109-0,small,Valeriaan en glutenvrije haver Een diervriendelijke varkenshouderij  Marcel van den Bergh Dat was schrikken vannacht voor Iris Bouwers en haar familie.  Om half 4 ging plotseling het alarm af van de varkensstal: de stroom lag er af,Valeriaan en glutenvrije haver Een diervriendelijke varkenshouderij Marcel van den Bergh Dat was schrikken vannacht voor Iris <extra_id_0> familie. Om half 4 ging plotseling het alarm af van de <extra_id_1> lag er af,Valeriaan en glutenvrije haver Een diervriendelijke varkenshouderij Marcel van den Bergh Dat was schrikken vannacht voor Iris en haar familie. Om half 4 ging plotseling het alarm af van de buren en lag er af,"['Bouwers en haar', 'varkensstal: de stroom']","['en haar', 'buren en']",6,15.0,1,"[0.5333333333333333, 0.7727272727272727]",0.65,groene
,seq110-0,small,Dode tsjechov Was het niet Clive Barker die als eerste auteur op het omslag van een van zijn boeken de hemel en verder in werd geprezen.  Ik heb de toekomst van de horror gezien,Dode tsjechov Was het niet Clive Barker die als eerste auteur op het omslag van een van zijn boeken <extra_id_0> verder in werd geprezen. Ik heb <extra_id_1> van de horror gezien,Dode tsjechov Was het niet Clive Barker die als eerste auteur op het omslag van een van zijn boeken niet verder in werd geprezen. Ik heb het verhaal van de horror gezien,"['de hemel en', 'de toekomst']","['niet', 'het verhaal']",5,15.0,1,"[0.9090909090909091, 0.8181818181818182]",0.86,groene
,seq111-0,small,"Media-invloed en de politiek van het onbehagen IN DE RUBRIEK De lezer schrijft in NRC Handelsblad, waarin lezers de hoofdredactie vragen stellen over haar beleid, werd het dagblad een curieus verwijt gemaakt.  De betreffende lezer had loodgieters, timmermannen en elektriciens over de vloer gehad en met veel plezier met hen het nieuws besproken","Media-invloed en de politiek van het onbehagen IN DE RUBRIEK De lezer schrijft in NRC Handelsblad, waarin lezers de hoofdredactie vragen stellen over haar beleid, werd het dagblad een curieus verwijt gemaakt. De <extra_id_0> had loodgieters, <extra_id_1> over de <extra_id_2> met veel plezier met hen het nieuws besproken","Media-invloed en de politiek van het onbehagen IN DE RUBRIEK De lezer schrijft in NRC Handelsblad, waarin lezers de hoofdredactie vragen stellen over haar beleid, werd het dagblad een curieus verwijt gemaakt. De krant had loodgieters, die over de zaak met veel plezier met hen het nieuws besproken","['betreffende lezer', 'timmermannen en elektriciens', 'vloer gehad en']","['krant', 'die', 'zaak']",8,15.0,1,"[0.8823529411764706, 0.9285714285714286, 0.9285714285714286]",0.91,groene
,seq112-0,small,In Rusland moet het roer om De crisis na de gijzeling De nasleep van het gijzelingsdrama in Beslan maakt duidelijk dat in Rusland het roer om gaat.  President Poetin zei: We hebben ons zwak getoond,<extra_id_0> moet het roer om De crisis na de gijzeling De nasleep van het gijzelingsdrama in Beslan maakt duidelijk dat in <extra_id_1> om gaat. President Poetin zei: We hebben ons zwak getoond,Het moet het roer om De crisis na de gijzeling De nasleep van het gijzelingsdrama in Beslan maakt duidelijk dat in de crisis er om gaat. President Poetin zei: We hebben ons zwak getoond,"['In Rusland', 'Rusland het roer']","['Het', 'de crisis er']",5,15.0,1,"[1.0, 0.8125]",0.91,groene
,seq113-0,small,"Ontbrekend bederf Is Ondaatjes boek beter, of Minghellas verfilming.  Voor Adriaan Jaeggi leek het vanaf het tweede shot duidelijk: de film","Ontbrekend bederf Is Ondaatjes boek beter, of Minghellas verfilming. Voor Adriaan <extra_id_0> vanaf het tweede shot duidelijk: de film","Ontbrekend bederf Is Ondaatjes boek beter, of Minghellas verfilming. Voor Adriaan is vanaf het tweede shot duidelijk: de film",['Jaeggi leek het'],['is'],3,15.0,1,[0.9333333333333333],0.93,groene
,seq114-0,small,"Kunstenaars aan de dijk IN het noorden schurken veenweidegebied en droogmakerijen tegen elkaar aan, in het westen glooien duinen en glinsteren strandvlakten; loom vloeien oude veenstromen en rivieren in het zuiden, terwijl in het oosten de golven langs wallen en dijken striemen.  Dit is het meest krijgszuchtige landschap van Nederland, want het herbergt de Stelling van Amsterdam, zo tussen 1880 en 1920 aangelegd als Nationaal Reduit, het laatste bolwerk van het Nederlandse leger als de grenzen onder de voet zijn gelopen en de Nieuwe Hollandse Waterlinie is bezweken","Kunstenaars aan de dijk IN het noorden schurken veenweidegebied en droogmakerijen tegen elkaar aan, in het westen glooien duinen en <extra_id_0> vloeien oude veenstromen en rivieren in het <extra_id_1> het oosten de golven <extra_id_2> dijken striemen. Dit is het meest krijgszuchtige landschap van Nederland, want het herbergt de Stelling van Amsterdam, zo tussen 1880 en 1920 aangelegd als Nationaal Reduit, het laatste bolwerk <extra_id_3> als de grenzen onder de voet zijn gelopen en de Nieuwe Hollandse Waterlinie is bezweken","Kunstenaars aan de dijk IN het noorden schurken veenweidegebied en droogmakerijen tegen elkaar aan, in het westen glooien duinen en in het oosten vloeien oude veenstromen en rivieren in het landschap, in het oosten de golven van dijken striemen. Dit is het meest krijgszuchtige landschap van Nederland, want het herbergt de Stelling van Amsterdam, zo tussen 1880 en 1920 aangelegd als Nationaal Reduit, het laatste bolwerk van Nederland als de grenzen onder de voet zijn gelopen en de Nieuwe Hollandse Waterlinie is bezweken","['glinsteren strandvlakten; loom', 'zuiden', 'terwijl in', 'langs wallen en', 'van het Nederlandse leger']","['in het oosten', 'landschap, in', 'van', 'van Nederland']",13,15.0,1,"[0.7666666666666667, 0.8461538461538461, 0.9, 0.7333333333333333]",0.81,groene
,seq115-0,small,"De krekel en de mier kunnen het niet met elkaar vinden, volgens de klassieke fabel.  De krekel maakt veel te veel herrie en verzet geen werk, en als de winter gekomen is en de krekel het koud heeft weigert de mier om haar voedsel te delen","<extra_id_0> mier kunnen het niet met elkaar vinden, volgens de klassieke fabel. De krekel maakt veel te veel herrie en verzet geen werk, en als de winter gekomen is en de krekel het koud heeft weigert de mier om <extra_id_1> delen","en mier kunnen het niet met elkaar vinden, volgens de klassieke fabel. De krekel maakt veel te veel herrie en verzet geen werk, en als de winter gekomen is en de krekel het koud heeft weigert de mier om het te delen","['De krekel en de', 'haar voedsel te']","['en', 'het te']",7,15.0,1,"[0.8666666666666667, 0.6666666666666666]",0.77,groene
,seq116-0,small,"Op zn laatst sinds Een verhaal van liefde en duisternis (2005) is Amos Oz literaire meesterschap wereldwijd onomstreden.  Zijn latere boeken, telkens in zorgvuldig en mooi Nederlands vertaald door Hilde Pach, bevestigden dat hoge niveau","Op zn laatst sinds Een <extra_id_0> en duisternis (2005) is Amos Oz literaire meesterschap wereldwijd onomstreden. Zijn latere boeken, telkens in zorgvuldig en mooi Nederlands vertaald door Hilde Pach, bevestigden dat <extra_id_1>","Op zn laatst sinds Een oorlog en duisternis (2005) is Amos Oz literaire meesterschap wereldwijd onomstreden. Zijn latere boeken, telkens in zorgvuldig en mooi Nederlands vertaald door Hilde Pach, bevestigden dat","['verhaal van liefde', 'hoge niveau']","['oorlog', '']",5,15.0,1,"[0.8888888888888888, 1.0]",0.94,groene
,seq117-0,small,"Het gezin Buchholz met vlnr: Pinkass, Gusta, Emil, Laura en Malka.  Vooraan Leon, grootvader van Philippe Sands, Lemberg, ca 1910  Prive collectie In het Nederlands heet het boek van Philippe Sands Galicische wetten, in het Engels East Street West Street, in het Duits Terugkeer naar Lemberg","Het gezin Buchholz met vlnr: Pinkass, Gusta, Emil, Laura en Malka. Vooraan Leon, grootvader van Philippe Sands, <extra_id_0> collectie In het Nederlands heet het boek van Philippe Sands Galicische <extra_id_1> Engels East Street West Street, in het Duits Terugkeer naar Lemberg","Het gezin Buchholz met vlnr: Pinkass, Gusta, Emil, Laura en Malka. Vooraan Leon, grootvader van Philippe Sands, in de collectie In het Nederlands heet het boek van Philippe Sands Galicische collectie in het Engels East Street West Street, in het Duits Terugkeer naar Lemberg","['Lemberg', 'ca 1910 Prive', 'wetten', 'in het']","['in de', 'collectie in het']",7,15.0,1,"[0.8571428571428571, 0.8125]",0.83,groene
,seq118-0,small,MUZIEK: RENCONTRES TRANS MUSICALES Calypso-funk in Bretagne Begin december verzamelt de Franse cultuurpers zich in Rennes voor wat liefkozend Les Trans wordt genoemd.  Sinds dertig jaar heeft dit festival de naam de avontuurlijkste trends binnen de popmuziek in kaart te brengen,MUZIEK: RENCONTRES TRANS MUSICALES Calypso-funk in Bretagne Begin december verzamelt de Franse cultuurpers <extra_id_0> voor wat liefkozend Les Trans wordt <extra_id_1> jaar heeft dit festival de naam de avontuurlijkste trends binnen de popmuziek in kaart te brengen,MUZIEK: RENCONTRES TRANS MUSICALES Calypso-funk in Bretagne Begin december verzamelt de Franse cultuurpers voor wat liefkozend Les Trans wordt Dit jaar heeft dit festival de naam de avontuurlijkste trends binnen de popmuziek in kaart te brengen,"['zich in Rennes', 'genoemd. Sinds dertig']","['', 'Dit']",6,15.0,1,"[1.0, 0.9047619047619048]",0.95,groene
,seq119-0,small,"Human Rights Weekend Film Festival - Het conflict in Syri De achterkant van de strijd Het Human Rights Watch Film Festival, waarin het Midden-Oosten centraal staat, opent met Abounaddara Shorts.  De filmpjes geven een ander beeld van de Syrische revolutie dan wat de westerse media ons voorschotelen","Human Rights Weekend Film Festival - Het conflict in Syri De achterkant van de <extra_id_0> Watch Film Festival, waarin het Midden-Oosten centraal staat, opent met Abounaddara Shorts. De filmpjes geven een ander beeld van de Syrische revolutie dan wat <extra_id_1> ons voorschotelen","Human Rights Weekend Film Festival - Het conflict in Syri De achterkant van de nieuwe Watch Film Festival, waarin het Midden-Oosten centraal staat, opent met Abounaddara Shorts. De filmpjes geven een ander beeld van de Syrische revolutie dan wat we ons voorschotelen","['strijd Het Human Rights', 'de westerse media']","['nieuwe', 'we']",7,15.0,1,"[0.8695652173913043, 0.8823529411764706]",0.88,groene
,seq120-0,small,"Soweto - Het bemachtigen van een WK-kaartje was een crime, met computerstoringen en oververhitte meutes.  Dus als iemand een kaartje Nederland-Denemarken in Soccer City over heeft, dan veer je blij op","Soweto - Het <extra_id_0> WK-kaartje was een crime, met computerstoringen en <extra_id_1> Dus als iemand een kaartje Nederland-Denemarken in Soccer City over heeft, dan veer je blij op","Soweto - Het winnen van een WK-kaartje was een crime, met computerstoringen en problemen. Dus als iemand een kaartje Nederland-Denemarken in Soccer City over heeft, dan veer je blij op","['bemachtigen van een', 'oververhitte meutes.']","['winnen van een', 'problemen.']",5,15.0,1,"[0.47368421052631576, 0.75]",0.61,groene
,seq121-0,small,"De angst vanaf elf meter Clarence Seedorf heeft het weer gedaan.  In de finale om de wereldbeker speelde zijn club AC Milan tegen het Argentijnse Boca Juniors, de club waar Maradona zijn eerste successen vierde","De angst vanaf elf meter Clarence Seedorf heeft het weer gedaan. In de finale om de wereldbeker speelde zijn club AC <extra_id_0> Argentijnse Boca Juniors, de club waar Maradona zijn <extra_id_1> vierde","De angst vanaf elf meter Clarence Seedorf heeft het weer gedaan. In de finale om de wereldbeker speelde zijn club AC en Argentijnse Boca Juniors, de club waar Maradona zijn eerste vierde","['Milan tegen het', 'eerste successen']","['en', 'eerste']",5,15.0,1,"[0.8666666666666667, 0.625]",0.75,groene
,seq122-0,small,"Aangespoeld op de verkeerde kust Het is een bizar verhaal dat Hanna Bervoets in haar nieuwe roman vertelt, over wetenschappers die erop uit zijn apen met mensen te laten kruisen.  Maar laat dat bizarre gegeven op zich maar aan haar over","Aangespoeld op de verkeerde kust Het is een bizar verhaal dat Hanna Bervoets in haar nieuwe roman vertelt, over wetenschappers die erop uit zijn apen <extra_id_0> laten kruisen. Maar laat dat bizarre gegeven <extra_id_1> aan haar over","Aangespoeld op de verkeerde kust Het is een bizar verhaal dat Hanna Bervoets in haar nieuwe roman vertelt, over wetenschappers die erop uit zijn apen gaan laten kruisen. Maar laat dat bizarre gegeven niet aan haar over","['met mensen te', 'op zich maar']","['gaan', 'niet']",6,15.0,1,"[0.9230769230769231, 0.9166666666666666]",0.92,groene
,seq123-0,small,"Een betrouwbare graadmeter voor een stevige economische recessie of groeiperiode zijn economen die het einde van een tijdperk beginnen uit te roepen.  Als het goed gaat, zoals in de jaren negentig, zijn bespiegelingen te verwachten over een nieuwe economie waarin recessies tot het verleden behoren","Een betrouwbare graadmeter voor <extra_id_0> recessie <extra_id_1> die het einde van een tijdperk beginnen uit te roepen. Als het goed gaat, zoals in de jaren negentig, zijn bespiegelingen te verwachten over een nieuwe economie waarin recessies tot het verleden behoren","Een betrouwbare graadmeter voor de recessie die het einde van een tijdperk beginnen uit te roepen. Als het goed gaat, zoals in de jaren negentig, zijn bespiegelingen te verwachten over een nieuwe economie waarin recessies tot het verleden behoren","['een stevige economische', 'of groeiperiode zijn economen']","['de', '']",7,15.0,1,"[0.9565217391304348, 1.0]",0.98,groene
,seq124-0,small,"In NRC Handelsblad mocht Arjen van Witteloostuijn uitvaren tegen de keuze van niet minder dan negen topsectoren die zo ongeveer alle Nederlandse multinationals bestrijken en ook nog eens een topondernemer uit de sector als kwartiermaker krijgen.  Dat wordt het Innovatieplatform all over again, aldus Van Witteloostuijn","In NRC Handelsblad mocht Arjen van Witteloostuijn uitvaren tegen de <extra_id_0> dan negen topsectoren die zo ongeveer alle Nederlandse <extra_id_1> ook nog eens een topondernemer uit de sector als kwartiermaker krijgen. Dat wordt het Innovatieplatform all over again, aldus Van Witteloostuijn","In NRC Handelsblad mocht Arjen van Witteloostuijn uitvaren tegen de meer dan negen topsectoren die zo ongeveer alle Nederlandse bedrijven ook nog eens een topondernemer uit de sector als kwartiermaker krijgen. Dat wordt het Innovatieplatform all over again, aldus Van Witteloostuijn","['keuze van niet minder', 'multinationals bestrijken en']","['meer', 'bedrijven']",7,15.0,1,"[0.8571428571428571, 0.75]",0.8,groene
,seq125-0,small,"Op verlegenheidsrecept Dat slaapmiddelen al na een paar weken niet meer werken en je ze alleen nog nodig hebt om door de afkickverschijnselen heen te slapen, wil er bij de half miljoen gebruikers in Nederland maar niet in.  Tijd om wakker te worden",Op verlegenheidsrecept Dat slaapmiddelen al na een paar weken niet meer werken en je ze alleen nog nodig hebt om door de afkickverschijnselen <extra_id_0> wil <extra_id_1> half miljoen gebruikers in Nederland maar niet in. Tijd om wakker te worden,Op verlegenheidsrecept Dat slaapmiddelen al na een paar weken niet meer werken en je ze alleen nog nodig hebt om door de afkickverschijnselen te wil gaan. Er staan half miljoen gebruikers in Nederland maar niet in. Tijd om wakker te worden,"['heen te slapen,', 'er bij de']","['te', 'gaan. Er staan']",6,15.0,1,"[0.8666666666666667, 0.9285714285714286]",0.9,groene
,seq126-0,small,Het decennium #6: Felix Rottenberg Mijn gematigdheid is een vorm van protest Felix Rottenberg  jongste PvdA-voorzitter ooit  is nu tien jaar verwijderd van zijn pensioen.  Hij zal tot zijn dood PvdAer blijven,Het decennium #6: Felix Rottenberg Mijn gematigdheid is een vorm van protest Felix Rottenberg jongste PvdA-voorzitter ooit is nu tien jaar verwijderd van <extra_id_0> Hij zal tot zijn <extra_id_1>,Het decennium #6: Felix Rottenberg Mijn gematigdheid is een vorm van protest Felix Rottenberg jongste PvdA-voorzitter ooit is nu tien jaar verwijderd van de verkiezingen. Hij zal tot zijn,"['zijn pensioen.', 'dood PvdAer blijven']","['de verkiezingen.', '']",5,15.0,1,"[0.75, 1.0]",0.88,groene
,seq127-0,small,Kunst & Cultuur Aanbevolen / 30 juni - 6 juli Welke tentoonstelling of theaterstuk is de moeite waard.  En welke film of serie,Kunst <extra_id_0> / 30 juni - 6 juli Welke tentoonstelling of theaterstuk is de moeite waard. En welke film of serie,Kunst / 30 juni - 6 juli Welke tentoonstelling of theaterstuk is de moeite waard. En welke film of serie,['& Cultuur Aanbevolen'],[''],3,15.0,1,[1.0],1.0,groene
,seq128-0,small,"Rubriek MUZIEK Mauricio Kagel (1931-2008) Vorige week overleed de Argentijns-Duitse componist Mauricio Kagel na een lange ziekte in Keulen, nog geen twee jaar nadat  in december 2006  het Asko/Schnberg Ensemble hem onder leiding van zijn vriend en pleitbezorger Reinbert de Leeuw in Amsterdam met een Kagel-feest eerde ter gelegenheid van zijn 75ste verjaardag.  De dood van Kagel, die in Nederland meer dan waar ook op handen werd gedragen, is om verschillende redenen treurig","Rubriek MUZIEK Mauricio Kagel (1931-2008) <extra_id_0> de Argentijns-Duitse componist Mauricio Kagel na een lange ziekte in Keulen, nog geen twee jaar nadat in december 2006 het Asko/Schnberg Ensemble hem onder leiding van zijn vriend en pleitbezorger Reinbert de Leeuw in Amsterdam met <extra_id_1> eerde ter gelegenheid van zijn 75ste verjaardag. <extra_id_2> Kagel, die in Nederland meer dan waar ook op handen <extra_id_3> om verschillende redenen treurig","Rubriek MUZIEK Mauricio Kagel (1931-2008) is de Argentijns-Duitse componist Mauricio Kagel na een lange ziekte in Keulen, nog geen twee jaar nadat in december 2006 het Asko/Schnberg Ensemble hem onder leiding van zijn vriend en pleitbezorger Reinbert de Leeuw in Amsterdam met zijn orkest eerde ter gelegenheid van zijn 75ste verjaardag. Mauricio Kagel, die in Nederland meer dan waar ook op handen zet, is om verschillende redenen treurig","['Vorige week overleed', 'een Kagel-feest', 'De dood van', 'werd gedragen', 'is']","['is', 'zijn orkest', 'Mauricio', 'zet, is']",11,15.0,1,"[0.95, 0.7333333333333333, 1.0, 0.8461538461538461]",0.88,groene
