Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
seq167-0,base,"Dichters & Denkers Cosima Wagner, Tagebcher: Eine Auswahl von Marion Linhardt und Thomas Steiert De ideologische grondtoon van Wagner Tagebcher: Eine Auswahl von Marion Linhardt und Thomas Steiert Piper, 479 blz.  Richard Wagner heeft twee gezichten","Dichters & Denkers Cosima Wagner, Tagebcher: Eine Auswahl von Marion Linhardt und Thomas Steiert De ideologische grondtoon van Wagner Tagebcher: Eine <extra_id_0> und Thomas Steiert Piper, 479 blz. Richard <extra_id_1> gezichten","Dichters & Denkers Cosima Wagner, Tagebcher: Eine Auswahl von Marion Linhardt und Thomas Steiert De ideologische grondtoon van Wagner Tagebcher: Eine Auswahl von Marion Linhardt und Thomas Steiert Piper, 479 blz. Richard Wagners gezichten","['Auswahl von Marion Linhardt', 'Wagner heeft twee']","['Auswahl von Marion Linhardt', 'Wagners']",7,20,1,"[0.0, 0.6470588235294118]",0.32,groene
seq168-0,base,"Kunst & Cultuur Popmuziek - Jebroer Jebroer hoeft geen bloemen Een half jaar is zijn album al uit, maar nu is hij dan toch eindelijk cht doorgebroken.  Jebroer, de artiestennaam van ex-verhuizer Tim Kimman uit Leiden, debuteerde drie jaar geleden met Gouden tranen, een album dat niet alleen muzikaal, maar ook inhoudelijk verrassend breed was","Kunst & Cultuur Popmuziek - Jebroer Jebroer hoeft geen <extra_id_0> jaar is zijn album al uit, maar nu is hij dan toch eindelijk cht doorgebroken. <extra_id_1> artiestennaam van ex-verhuizer <extra_id_2> Leiden, debuteerde drie jaar <extra_id_3> tranen, een album dat niet alleen muzikaal, maar ook inhoudelijk verrassend breed was","Kunst & Cultuur Popmuziek - Jebroer Jebroer hoeft geen nieuwe platen. Vorig jaar is zijn album al uit, maar nu is hij dan toch eindelijk cht doorgebroken. De artiestennaam van ex-verhuizer in Leiden, debuteerde drie jaar geleden met tranen, een album dat niet alleen muzikaal, maar ook inhoudelijk verrassend breed was","['bloemen Een half', 'Jebroer', 'de', 'Tim Kimman uit', 'geleden met Gouden']","['nieuwe platen. Vorig', 'De', 'in', 'geleden met']",11,20,1,"[0.8, 0.8571428571428571, 1.0, 0.7857142857142857]",0.86,groene
seq169-0,base,"Naar een harmonieuze samenleving Wij kiezen niet meer voor het begrip identiteit  dat is statisch en heeft het risico op uitsluiting en op terugtrekgedrag  maar voor het begrip identificatie.  Deze meervoudige, relationele benadering is dynamisch en zet het venster open naar de toekomst voor al die migranten die zich nu moeten aanpassen aan het Nederlanderschap","Naar een harmonieuze samenleving Wij kiezen niet meer voor het begrip identiteit dat is statisch en heeft het risico op uitsluiting en op terugtrekgedrag maar voor <extra_id_0> Deze meervoudige, relationele benadering is dynamisch en zet <extra_id_1> naar de toekomst voor al die <extra_id_2> nu moeten aanpassen <extra_id_3> Nederlanderschap","Naar een harmonieuze samenleving Wij kiezen niet meer voor het begrip identiteit dat is statisch en heeft het risico op uitsluiting en op terugtrekgedrag maar voor een nieuwe benadering. Deze meervoudige, relationele benadering is dynamisch en zet in op een kijk naar de toekomst voor al die mensen die zich nu moeten aanpassen Nederlanderschap","['het begrip identificatie.', 'het venster open', 'migranten die zich', 'aan het']","['een nieuwe benadering.', 'in op een kijk', 'mensen die zich', '']",11,20,1,"[0.76, 0.8125, 0.2777777777777778, 1.0]",0.71,groene
seq170-0,base,"23 juni 2006  verschenen in uit nr.  25 Uitval en doorstroming Bij de coalitiepartners vvd en d66 is sprake van uitval en vertraagde doorstroming, het cda houdt zich rustig","23 juni 2006 verschenen in uit nr. 25 Uitval en doorstroming Bij de coalitiepartners vvd en d66 is <extra_id_0> en vertraagde doorstroming, het cda <extra_id_1>","23 juni 2006 verschenen in uit nr. 25 Uitval en doorstroming Bij de coalitiepartners vvd en d66 is het verlies van geld en vertraagde doorstroming, het cda","['sprake van uitval', 'houdt zich rustig']","['het verlies van geld', '']",6,20,1,"[0.75, 1.0]",0.88,groene
seq171-0,base,Dichters & Denkers In de ban van het ding beeld Konstantinos Papamichalopoulos Wat zoeken mensen bij elkaar.  Wat is verliefdheid,Dichters & Denkers In de ban van het ding beeld Konstantinos <extra_id_0> bij elkaar. Wat is verliefdheid,Dichters & Denkers In de ban van het ding beeld Konstantinos en Christina bij elkaar. Wat is verliefdheid,['Papamichalopoulos Wat zoeken mensen'],['en Christina'],4,20,1,[0.8857142857142857],0.89,groene
seq172-0,base,"Dat ze niet als een volwaardige Nederlander worden behandeld, wijten ze aan Wilders, die volgens hen oproept tot discriminatie - en daarom moet hij veroordeeld worden.  Of je dit aan Wilders kunt toeschrijven, zou ik niet weten","Dat ze niet als een volwaardige Nederlander worden behandeld, wijten ze aan Wilders, die volgens hen oproept tot <extra_id_0> daarom moet hij veroordeeld worden. Of je dit aan <extra_id_1> ik niet weten","Dat ze niet als een volwaardige Nederlander worden behandeld, wijten ze aan Wilders, die volgens hen oproept tot haat, daarom moet hij veroordeeld worden. Of je dit aan dat wilde ik niet weten","['discriminatie - en', 'Wilders kunt toeschrijven', 'zou']","['haat,', 'dat wilde']",7,20,1,"[0.8888888888888888, 0.8]",0.84,groene
seq173-0,base,"Geschiedenis van De Groene Amsterdammer Toen Martinus van Loghem en Taco de Beer in 1877 De Amsterdammer.  Weekblad voor Handel, Industrie en Kunst oprichtten waren de ambities en pretenties niet gering","Geschiedenis van De Groene Amsterdammer Toen Martinus van Loghem <extra_id_0> Beer in 1877 De Amsterdammer. Weekblad voor Handel, Industrie en Kunst oprichtten waren <extra_id_1> pretenties niet gering","Geschiedenis van De Groene Amsterdammer Toen Martinus van Loghem en Cornelis de Beer in 1877 De Amsterdammer. Weekblad voor Handel, Industrie en Kunst oprichtten waren de pretenties niet gering","['en Taco de', 'de ambities en']","['en Cornelis de', 'de']",6,20,1,"[0.5714285714285714, 0.8571428571428571]",0.71,groene
seq174-0,base,"Crisis op zn Italiaans Rome  Goed, het is crisis met een hoofdletter, maar dat betekent niet dat je je plezier moeten laten bederven.  Je bent een Italiaan of je bent het niet","Crisis op zn Italiaans Rome Goed, het is crisis met een hoofdletter, maar dat betekent niet dat je je plezier moeten laten <extra_id_0> een Italiaan of je <extra_id_1>","Crisis op zn Italiaans Rome Goed, het is crisis met een hoofdletter, maar dat betekent niet dat je je plezier moeten laten liggen op een Italiaan of je moet leren.","['bederven. Je bent', 'bent het niet']","['liggen op', 'leren.']",6,20,1,"[0.8235294117647058, 0.7692307692307693]",0.8,groene
seq175-0,base,Column Nader bekeken Maduro en Zwarte Limburgers Walter van der Kooi ziet veel meer dan alleen dat waarover hij zijn kronieken schrijft.  Vandaag: George Maduro en Zwarte Limburgers,Column Nader bekeken Maduro en Zwarte <extra_id_0> der Kooi ziet veel meer dan alleen dat waarover <extra_id_1> schrijft. Vandaag: George Maduro en Zwarte Limburgers,Column Nader bekeken Maduro en Zwarte Limburgers. Van der Kooi ziet veel meer dan alleen dat waarover hij schrijft. Vandaag: George Maduro en Zwarte Limburgers,"['Limburgers Walter van', 'hij zijn kronieken']","['Limburgers. Van', 'hij']",6,20,1,"[0.38095238095238093, 0.8333333333333334]",0.61,groene
seq176-0,base,"Het is een fotografische herdruk.  Hermans heeft zelf nog met inkt verbeteringen aangebracht, bijvoorbeeld op pagina 202 waar geworden van zichzelf via een inkt haal is veranderd in van zichzelf geworden","Het is een fotografische herdruk. Hermans heeft zelf nog met inkt verbeteringen aangebracht, bijvoorbeeld op pagina 202 waar geworden van zichzelf <extra_id_0> haal is veranderd <extra_id_1> geworden","Het is een fotografische herdruk. Hermans heeft zelf nog met inkt verbeteringen aangebracht, bijvoorbeeld op pagina 202 waar geworden van zichzelf De haal is veranderd en is geworden","['via een inkt', 'in van zichzelf']","['De', 'en is']",6,20,1,"[0.9166666666666666, 0.8]",0.86,groene
seq177-0,base,"Lekker roepen in de woestijn Enkele weken voor hij, op 21 september 1972, een eind aan zijn leven maakte noteerde Henri de Montherlant in zijn dagboek: Sint Franciscus van Assisi sprak tegen de vogels.  Ik schrijf voor de gorillas","Lekker roepen in de <extra_id_0> weken voor hij, op 21 september 1972, een <extra_id_1> leven maakte noteerde Henri de Montherlant in zijn dagboek: Sint Franciscus van Assisi sprak <extra_id_2> Ik schrijf voor de gorillas","Lekker roepen in de hemel. Enkele weken voor hij, op 21 september 1972, een nieuw leven maakte noteerde Henri de Montherlant in zijn dagboek: Sint Franciscus van Assisi sprak met mij. Ik schrijf voor de gorillas","['woestijn Enkele', 'eind aan zijn', 'tegen de vogels.']","['hemel. Enkele', 'nieuw', 'met mij.']",8,20,1,"[0.4666666666666667, 0.9230769230769231, 0.8125]",0.73,groene
seq178-0,base,"Barcelona  Na decennia van straffeloosheid verdwijnt binnenkort de eerste persoon achter de tralies die veroordeeld is in verband met het schandaal van de gestolen babys in Spanje.  Fijn voor het rechtsgevoel, zou je zeggen",Barcelona Na decennia van straffeloosheid verdwijnt binnenkort de eerste persoon achter de tralies die veroordeeld is in verband met het schandaal van de gestolen babys in <extra_id_0> het <extra_id_1>,Barcelona Na decennia van straffeloosheid verdwijnt binnenkort de eerste persoon achter de tralies die veroordeeld is in verband met het schandaal van de gestolen babys in de wijk van het ziekenhuis.,"['Spanje. Fijn voor', 'rechtsgevoel', 'zou je zeggen']","['de wijk van', 'ziekenhuis.']",7,20,1,"[0.6470588235294118, 1.0]",0.82,groene
seq179-0,base,"Ook in Tedjas nieuwe bundel, Exclusief, spelen schoonheid of liefde nauwelijks een rol  van Francis Bacon hoef je ook geen lieflijke, natuurgetrouwe strandtaferelen te verwachten, daar zijn weer andere kunstenaars voor.  Maar wilt u muziek, moet mijn pozie voldoen aan de zogenaamde wet van meezingbaarheid","Ook in Tedjas nieuwe bundel, Exclusief, spelen schoonheid of liefde nauwelijks een rol van Francis Bacon hoef je ook geen lieflijke, natuurgetrouwe <extra_id_0> daar <extra_id_1> kunstenaars voor. Maar wilt u muziek, <extra_id_2> voldoen aan de zogenaamde wet van meezingbaarheid","Ook in Tedjas nieuwe bundel, Exclusief, spelen schoonheid of liefde nauwelijks een rol van Francis Bacon hoef je ook geen lieflijke, natuurgetrouwe muziek te maken, daar zijn er kunstenaars voor. Maar wilt u muziek, dan voldoen aan de zogenaamde wet van meezingbaarheid","['strandtaferelen te verwachten,', 'zijn weer andere', 'moet mijn pozie']","['muziek te maken,', 'zijn er', 'dan']",9,20,1,"[0.7, 0.5625, 0.9333333333333333]",0.73,groene
seq180-0,base,Bloed als bevrijding EN DAAR IS hij dan: heerser van zijn rijk op de bovenste etage van een wolkenkrabber in een anonieme stad.  Zijn appartement met hardhouten vloer is zijn lust en zijn leven,Bloed als bevrijding EN DAAR IS hij dan: heerser van zijn rijk op de bovenste etage van een wolkenkrabber in een anonieme stad. Zijn appartement met <extra_id_0> zijn <extra_id_1>,Bloed als bevrijding EN DAAR IS hij dan: heerser van zijn rijk op de bovenste etage van een wolkenkrabber in een anonieme stad. Zijn appartement met de muren van zijn huizen,"['hardhouten vloer is', 'lust en zijn leven']","['de muren van', 'huizen']",7,20,1,"[0.7368421052631579, 0.7777777777777778]",0.76,groene
seq181-0,base,"Entree in de nieuwe wereld Wat we ook van deze oorlog mogen denken, aan n conclusie valt niet te ontkomen.  De wereld heeft, strikt objectief bezien, na 11 september opnieuw een leerzame week achter de rug","Entree in de nieuwe wereld <extra_id_0> deze oorlog mogen denken, aan n conclusie valt niet te ontkomen. De wereld heeft, strikt objectief bezien, na <extra_id_1> een leerzame week achter de rug","Entree in de nieuwe wereld Na deze oorlog mogen denken, aan n conclusie valt niet te ontkomen. De wereld heeft, strikt objectief bezien, na een leerzame week achter de rug","['Wat we ook van', '11 september opnieuw']","['Na', '']",7,20,1,"[0.9285714285714286, 1.0]",0.96,groene
seq182-0,base,"De groene wener Vorig jaar was het Nederland, dit jaar Oostenrijk: Schwerpunkt op de Frankfurter Buchmesse.  Het land is twee maal zo groot als Nederland, telt half zo veel inwoners, maar kent een veelvoud aan literaire talenten","De groene wener Vorig jaar was het Nederland, dit jaar Oostenrijk: Schwerpunkt op de Frankfurter Buchmesse. Het land is twee maal zo groot als Nederland, telt half zo veel <extra_id_0> een <extra_id_1>","De groene wener Vorig jaar was het Nederland, dit jaar Oostenrijk: Schwerpunkt op de Frankfurter Buchmesse. Het land is twee maal zo groot als Nederland, telt half zo veel mensen en een aantal kinderen.","['inwoners', 'maar kent', 'veelvoud aan literaire talenten']","['mensen en', 'kinderen.']",7,20,1,"[0.7777777777777778, 0.7777777777777778]",0.78,groene
seq183-0,base,"Rodhan al-Galidi Als je een Arabisch boek leest, moet je niet proberen te begrijpen wat de schrijver geschreven heeft, maar wat hij niet heeft kunnen schrijven.  Arabische literatuur wordt geschreven in de schaduw van het zwaard, de zweep en het goud","Rodhan al-Galidi Als je een Arabisch boek <extra_id_0> niet proberen te begrijpen wat de <extra_id_1> heeft, maar wat hij niet heeft <extra_id_2> literatuur wordt geschreven in de schaduw van het zwaard, de zweep en het goud","Rodhan al-Galidi Als je een Arabisch boek lezen wil je niet proberen te begrijpen wat de schrijver heeft, maar wat hij niet heeft Arabische literatuur wordt geschreven in de schaduw van het zwaard, de zweep en het goud","['leest', 'moet je', 'schrijver geschreven', 'kunnen schrijven. Arabische']","['lezen wil je', 'schrijver', 'Arabische']",8,20,1,"[0.75, 0.7777777777777778, 0.75]",0.76,groene
seq184-0,base,"Angel Angelv en zijn dansende beer Gosho in Sofia, Bulgarije, 2001  Kael Alford / Newsmakers / Getty Images Het was een traditie die al generaties terugging.  Zigeunerfamilies in Bulgarije die beren lieten dansen","Angel Angelv <extra_id_0> Gosho in Sofia, <extra_id_1> Alford / Newsmakers / Getty Images Het was een traditie die al generaties terugging. Zigeunerfamilies in Bulgarije die beren lieten dansen","Angel Angelv Gosho in Sofia, Bulgarije. © Alford / Newsmakers / Getty Images Het was een traditie die al generaties terugging. Zigeunerfamilies in Bulgarije die beren lieten dansen","['en zijn dansende beer', 'Bulgarije', '2001 Kael']","['', 'Bulgarije. ©']",7,20,1,"[1.0, 0.25]",0.62,groene
seq185-0,base,Excellshit Bezien vanuit het perspectief van de communicatie behoorden de afgelopen weken tot de meest vreemde van mijn leven.  Symbool hiervan was een kleine ervaring tijdens een etentje bij kennissen,Excellshit Bezien vanuit het <extra_id_0> communicatie behoorden de afgelopen weken tot de meest vreemde <extra_id_1> Symbool hiervan was een kleine ervaring tijdens een etentje bij kennissen,Excellshit Bezien vanuit het kader van de communicatie behoorden de afgelopen weken tot de meest vreemde tijden. Symbool hiervan was een kleine ervaring tijdens een etentje bij kennissen,"['perspectief van de', 'van mijn leven.']","['kader van de', 'tijden.']",6,20,1,"[0.5555555555555556, 0.6666666666666666]",0.61,groene
seq186-0,base,"Na alles wat eraan te pas kwam om het mogelijk te maken  eindeloze diplomatieke touwtrekkerij, VN-sancties die voor ruim zeventig miljard gulden schade toebrachten, de inspiratie om in Nederland Schots grondgebied te vinden  dreigt het Lockerbie-proces een anticlimax te worden.  Niet alleen zal de vraag of de beklaagden schuldig zijn wellicht geen definitief antwoord krijgen, de belangrijkere vraag wie deze massamoord liet uitvoeren, zal helemaal in de mist blijven hangen","Na alles wat eraan te pas kwam om het mogelijk te maken eindeloze diplomatieke touwtrekkerij, VN-sancties die voor ruim zeventig miljard gulden schade toebrachten, de inspiratie om in Nederland Schots <extra_id_0> vinden dreigt het Lockerbie-proces een anticlimax te worden. Niet alleen zal de vraag <extra_id_1> schuldig zijn <extra_id_2> antwoord krijgen, de belangrijkere vraag <extra_id_3> liet uitvoeren, <extra_id_4> de mist blijven hangen","Na alles wat eraan te pas kwam om het mogelijk te maken eindeloze diplomatieke touwtrekkerij, VN-sancties die voor ruim zeventig miljard gulden schade toebrachten, de inspiratie om in Nederland Schots te vinden dreigt het Lockerbie-proces een anticlimax te worden. Niet alleen zal de vraag wie Nederland schuldig zijn geen antwoord krijgen, de belangrijkere vraag hoe Nederland het proces liet uitvoeren, zal in de mist blijven hangen","['grondgebied te', 'of de beklaagden', 'wellicht geen definitief', 'wie deze massamoord', 'zal helemaal in']","['te', 'wie Nederland', 'geen', 'hoe Nederland het proces', 'zal in']",14,20,1,"[0.8571428571428571, 0.6875, 0.8333333333333334, 0.75, 0.6]",0.75,groene
